MCST NUMBER	MCST UEN	DEVELOPMENT NAME	DEVELOPMENT LOCATION	MCST ADDRESS	MCST STATUS	MC TEL NO	DATE OF MC CONSTITUTION	MANAGING AGENT	MA TEL NO		
1867	S94MC1867D		171 SYED ALWI ROAD 207713	1B ALIWAL STREET - SINGAPORE 199894	TERMINATED	37356255	15/11/1994	AV CONSULTANTS PTE LTD	67356255		
1868	S94MC1868L	MAYVIEW TOWNHOUSE	49 MAYFLOWER AVENUE 568879	49 MAYFLOWER AVENUE - SINGAPORE 568879	ACTIVE	91479911	26/11/1994	NIL			
1869	S95MC1869A	HENDERSON INDUSTRIAL PARK	205 HENDERSON ROAD 159549	205 HENDERSON ROAD 01-00 SINGAPORE 159549	ACTIVE	62760719	04/05/1995	OPTMUZ REAL EATATE CONSULTANTS PTE LTD	67737747		
1870	S95MC1870J	PALM TREE NINE	15H JALAN HAJI SALAM 468782	3006 UBI ROAD 1 03-370 SINGAPORE 408700	ACTIVE	67441083	19/01/1995	CHERN SERN PROPERTY SERVICES PTE LTD	67441083		
1871	S94MC1871L	ENG LOK MANSION (TERMINATED)	8 NAPIER ROAD 258502	. ORCHARD ROAD - SINGAPORE 238873	TERMINATED	68360069	27/12/1994	MCST			
1872	S95MC1872A	MANAGEMENT CORPN STRATA TITLE PLAN NO 1872	88/A/B/C SING AVENUE 217924	2 KALLANG AVENUE 09-28 SINGAPORE 339407	ACTIVE	67356255	09/02/1995	AV CONSULTANTS PTE LTD	67356255		
1873	S95MC1873H	ROXY SQUARE SHOPPING CENTRE	50 EAST COAST ROAD 428769	50 EAST COAST ROAD 06-13 SINGAPORE 428769	ACTIVE	64403378	19/01/1995	SavillsCKH Pte Ltd	63463238		
1874	S94MC1874K	GRAY MANSIONS	8/A/B GRAY LANE 438942	10B GRAY LANE - SINGAPORE 438943	ACTIVE	98281909	28/12/1994				
1875	S95MC1875L	MANAGEMENT CORPN STRATA TITLE PLAN NO 1875	24 HILLSIDE DRIVE 548943		ACTIVE	6732 2220	19/01/1995	PROPERTY FACILITY SERVICES PTE LTD	62211313		
1876	S94MC1876B		44 JANSEN ROAD 548446	44 JANSEN ROAD 01-02 SINGAPORE 548446	ACTIVE	62881905	31/12/1994	PROPERTY FACILITY SERVICES PTE LTD	62211313		
1877	S95MC1877C	EMERALD PARK	2 INDUS ROAD 169586	4 INDUS ROAD - SINGAPORE 169587	ACTIVE	62768774	30/03/1995	KNIGHT FRANK ESTATE MANAGEMENT PTE LTD	63723033		
1878	S95MC1878K	FERN LODGE	7 LORONG 4 GEYLANG 399266	7 LORONG 4 GEYLANG 01-01 SINGAPORE 399266	ACTIVE	63375277	27/02/1995	RealtyLink Consultancy Pte Ltd	63375277		
1879	S95MC1879F	ST. THOMAS COURT	40 ST. THOMAS WALK 238120	531 UPPER CROSS STREET 03-52 SINGAPORE 050531	ACTIVE	65333375	09/03/1995	RHODO PROPERTY & ESTATE MANAGEMENT SERVICES PTE LTD	65333375		
1880	S95MC1880C	CASA UNO PTE LTD	1 STEVENS CLOSE 257939	5 EUNOS AVENUE 8A - SINGAPORE 409459	ACTIVE	67486666	17/01/1995	YONG CHING CHEE	67486666		
1881	S95MC1881K	ANDERSON 18	18 ANDERSON ROAD 259977	18 ANDERSON ROAD 01-01 SINGAPORE 259977	TERMINATED	67387903	05/05/1995	PROPERTY FACILITY SERVICES PTE LTD	62211313		
1882	S95MC1882F	AVA TOWERS	10 AVA ROAD 329949	10 AVA ROAD - SINGAPORE 329949	ACTIVE	62557997	26/04/1995	NEWMAN & GOH PROPERT CONSULTANTS PTE LTD	62569333		
1883	S95MC1883B	MACTECH INDUSTRIAL BUILDING	2 KALLANG PUDDING ROAD 349307	2 KALLANG PUDDING ROAD 03-01 SINGAPORE 349307	ACTIVE	67429845	27/07/1995	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64685100		
1884	S95MC1884J	MANAGEMENT CORPN STRATA TITLE PLAN NO 1884	21 FORT ROAD 439089	50 CHIN SWEE ROAD 09-02 SINGAPORE 169874	ACTIVE	6732 2220	07/03/1995	LANDSFIELD PROPERTY CONSULTANTS PTE LTD	68421731		
1885	S2018909F	FAMILIE MANSIONS	65 LORONG 8 GEYLANG 399125	65 LORONG 8 GEYLANG 01-01 SINGAPORE 399125	ACTIVE	96737817	05/05/1995	GARDENEA MANAGEMENT SERVICES	64408286		
1886	S95MC1886A	WEST BAY RESORT CONDOMINIUM	58 WEST COAST CRESCENT 128039	58 WEST COAST CRESCENT 01-01 SINGAPORE 128039	ACTIVE	64641385	08/07/1995	KNIGHT FRANK ESTATE MANAGEMENT PTE LTD	64641385		
1887	S95MC1887H		10 LORONG 9 GEYLANG 388758	10 LORONG 9 GEYLANG - SINGAPORE 388758	ACTIVE	68425470	25/08/1994	n			
1888	S95MC1888D	SERAYA COURT	10 SERAYA LANE 437277	10 SERAYA LANE - SINGAPORE 437277	ACTIVE	64661342	24/02/1995	Philip Motha Property Management Pte Ltd	64661342		
1889	S95MC1889L		170/A/B JOO CHIAT PLACE 427889	30 TEBAN GARDENS CRESCENT - SINGAPORE 608927	ACTIVE	65655995	22/02/1995	BARRINGHAM INTERNATIONAL PROPERTY MANAGEMENT PTE LTD	64664703		
1890	S95MC1890H	NASSIM PARK (TERMINATED)	17 NASSIM ROAD 258389	15C NASSIM ROAD 01-01 SINGAPORE 258389	TERMINATED	63723038	02/06/1995	JONES LANG LASALLE PROPERTY CONSULTANTS PTE LTD	62203888		
1891	S95MC1891D	LOYANG TOWNHOUSE	207E JALAN LOYANG BESAR 509470	200 JALAN SULTAN 11-01 SINGAPORE 199018	ACTIVE	62915355	28/04/1995	Wisely 98 Pte Ltd	62915355		
1892	S95MC1892l	MANAGEMENT CORPN STRATA TITLE PLAN NO 1892	366 UPPER EAST COAST ROAD 466472		ACTIVE	6334 5565 	06/04/1995	Stature Real Estate Enterprises Pte Ltd	67792711		
1893	s1679129f	10 SURREY ROAD	10 SURREY ROAD 307748	21 BUKIT BATOK CRESCENT 28-83 SINGAPORE 658065	ACTIVE	67792711	04/04/1995	OPTIMUZ REAL ESTATE CONSULTANTS PTE LTD	677377747		
1894	S95MC1894C		66B LORONG L TELOK KURAU 425509	66 LORONG L TELOK KURAU - SINGAPORE 425509	TERMINATED	63461521	19/06/1995	OPTIMUZ REAL ESTATE CONSULTANTS PTE LTD	677377747		
1895	S95MC1895K	GRANDE VISTA	2 CACTUS DRIVE 809683	26 CACTUS DRIVE 01-01 SINGAPORE 809695	ACTIVE	64834929	16/02/1995	MELANA INTERNATIONAL PTE LTD	63271110		
1896	S95MC1896F	CLYDESWOOD APARTMENTS	2 DAISY ROAD 359425	50 CHIN SWEE ROAD 09-02 SINGAPORE 169874	ACTIVE	67322220	24/04/1995	SIERRA ASSET MANAGEMENT PTE LTD	67322220		
1897	S95MC1897B	MANAGEMENT CORPN STRATA TITLE PLAN NO 1897	125 ARTHUR ROAD 439829	125 ARTHUR ROAD 01-01 SINGAPORE 439829	ACTIVE	6747 7169	22/05/1995	PROPERTY FACILITIES SERVICES PTE LTD	62211313		
1898	S95MC1898J	LEONIE GARDENS	23 LEONIE HILL 239224	23 LEONIE HILL 01-01 SINGAPORE 239224	ACTIVE	67349289	19/06/1995	Jones Lang LaSalle Property Consultants Pte Ltd	62203888		
1899	S95MC1899E	ANGULLIA VIEW (Terminated)	29 ANGULLIA PARK 239977	2 JURONG EAST STREET 21 05-05 SINGAPORE 609601	TERMINATED	65682035	12/04/1995	EXCELTEC PROPERTY MANAGEMENT PTE LTD	65682035		
1900	S95MC1900J		270/A/B SIMS AVENUE 387514	260 SIMS AVENUE 01-01 SINGAPORE 387604	ACTIVE		14/03/1995	EXCELTEC PROPERTY MANAGEMENT PTE LTD	65682035		
1901	S95MC1901E	SEACARE BUILDING	52 CHIN SWEE ROAD 169875	52 CHIN SWEE ROAD 05-00 SINGAPORE 169875	ACTIVE	63795655	12/04/1995	SEACARE PROPERTIES PTE LTD (MS GILLAN TEOI)	63795673		
1902	S95MC1902A	FINEXIS BUILDING	108 ROBINSON ROAD 68900	55 LORONG L TELOK KURAU 02-69 SINGAPORE 425500	ACTIVE	63488278	04/05/1995	ILAND PROPERTY CONSULTANTS PTE LTD	63488278		
1903	S95MC1903H	SEAVIEW POINT	15 AMBER ROAD 439865	15 AMBER ROAD - SINGAPORE 439865	ACTIVE	66653880	13/09/1995	Propmag Management Services Pte Ltd	66653880		
1904	S95MC1904D	LE MARQUE	6 KENG CHIN ROAD 258709	6 KENG CHIN ROAD 01-02 SINGAPORE 258709	TERMINATED	62569333	06/07/1995	NEWMAN & GOH PROPERTY CONSULTANT PTE LTD	62569333		
1905	S95MC1905L		1A JALAN KEMAMAN 329317	1 YUK TONG AVENUE 1-1 SINGAPORE 596306	ACTIVE	64661342	26/04/1995	Philip Motha Property Management Pte Ltd	64661342		
1906	S95MC1906G		196 TEMBELING ROAD 423691	100 JALAN SULTAN 09-16 SINGAPORE 199001	ACTIVE	62971139	14/06/1995	MCST			
1907	S95MC1907C	THE BAYCOURT	461A UPPER EAST COAST ROAD 466507	540 SIMS AVENUE 03-06 SINGAPORE 387603	ACTIVE	68421731	21/08/1995	PROPERTY FACILITIES SERVICES PTE LTD	62211313		
1908	S95MC1908K		15M JALAN SEMPADAN 457395	669 CHANGI ROAD - SINGAPORE 419956	ACTIVE	62426909	26/05/1995	NIL			
1909	S95MC1909F	Building Demolished		TERMINATED  - SINGAPORE 	TERMINATED		25/09/1995	MCST			
1910	S95MC1910C	SWEEBI HOUSE	110 JALAN JURONG KECHIL 598606	110 JALAN JURONG KECHIL 02-01 SINGAPORE 598606	ACTIVE	64681949	11/08/1995	MCST			
1911	S95MC1911K	CHERRYHILL CONDOMINIUM	25 LORONG LEW LIAN 536469	21 LORONG LEW LIAN B1-01 SINGAPORE 536467	ACTIVE	62851057	27/10/1995	NEWMAN & GOH PROPERTY CONSULTANTS PTE LTD	6259333		
1912	S95MC1912F	DAISY APARTMENTS	39/A/B/C DAISY ROAD 359450	480 LORONG 6 TOA PAYOH 10-01 SINGAPORE 310480	TERMINATED	65908779	08/08/1995				
1913	S95MC1913B	28 SHELFORD	28 SHELFORD ROAD 288422	28 SHELFORD ROAD - SINGAPORE 288422	ACTIVE	63387222	30/08/1995	HBA Group Property Consultants Pte Ltd	63387222		
1914	S95MC1914J	11 BALMORAL	11 BALMORAL ROAD 259796	11 BALMORAL ROAD 01-01 SINGAPORE 259796	ACTIVE	64111696	04/10/1995	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64777696		
1915	S95MC1915E		T JALAN DUSUN 329370	TERMINATED SUNGEI KADUT WAY - SINGAPORE 	TERMINATED		01/08/1995	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD			
1916	S95MC1916A	YISHUN 10 MULTIPLEX	51 YISHUN CENTRAL 1 768794	51 YISHUN CENTRAL 1 B1-00 SINGAPORE 768794	ACTIVE	67533059	24/07/1995	KNIGHT FRANK ESTATE MANAGEMENT  PTE LTD	63723033		
1917	S95MC1917H	6 RAFFLES QUAY	6 RAFFLES QUAY 48580	6 RAFFLES QUAY 09-01 SINGAPORE 048580	ACTIVE	65357750	21/08/1995	PROPERTY FACILITY SERVICES PTE LTD	62211313		
1918	S95MC1918D	WINSOME APARTMENTS	18A/B/C LORONG 7 GEYLANG 388800	18B LORONG 7 GEYLANG - SINGAPORE 388800	ACTIVE	90486959	04/09/1995				
1919	S96MC1919E	HARBOUR VIEW TOWERS	21 TELOK BLANGAH DRIVE 109258		ACTIVE	6274 8477	02/03/1996	PROPERTY FACILITY SERVICES PTE LTD	62211313		
1920	S95MC1920H	CHENN LEONN BUILDING	7/A/B ALIWAL STREET 199900	3B ALIWAL STREET - SINGAPORE 199896	ACTIVE	62955432	19/10/1995	PROPERTY FACILITY SERVICES PTE LTD	62211313		
1921	S95MC1921D	MANAGEMENT CORPN STRATA TITLE PLAN NO 1921	25 HOLLAND HILL 278740	25 HOLLAND HILL B2-00 SINGAPORE 278740	ACTIVE	6472 0372	18/10/1995	DTZ DEBENHAM TIE LEUNG PROPERTY MANAGEMENT SERVICES PTE LTD	64179222		
1922	S95MC1922L		380/A/B EAST COAST ROAD 428986	33 JALAN PELATINA - SINGAPORE 577289	ACTIVE	62506417	21/08/1995	CHESTERTON INTERNATIONAL PROPERTY CONSULTANTS PTE LTD	68831404		
1923	S95MC1923G		382/A/B EAST COAST ROAD 428987	67 JALAN PERGAM - SINGAPORE 488343	ACTIVE	96289788	21/08/1995	CHESTERTON INTERNATIONAL PROPERTY CONSULTANTS PTE LTD	68831404		
1924	S95MC194C	GOLDLEAF MANSIONS	100 LORONG M TELOK KURAU 425403	540 SIMS AVENUE 03-06 SINGAPORE 387603	ACTIVE	68421731	21/08/1995				
1925	S95MC1925K 	MANAGEMENT CORPN STRATA TITLE PLAN NO 1925	1 PHILLIP STREET 048692		TERMINATED	6418 8639	22/08/1995	Jones Lang LaSalle Property Consultants Pte Ltd	64380657		
1926	S95MC1926F	'	99/A/B/C/D LAVENDER STREET 338722	TERMINATED MARINE PARADE ROAD - SINGAPORE 449269	TERMINATED	62977035	20/11/1995	CHAN KOK HONG PROPERTY CONSULTANTS PTE LTD	63463238		
1927	S95MC1927B	VICENTA LODGE	22/A/B/C LORONG MARZUKI 417066	1A EBER ROAD - SINGAPORE 239756	ACTIVE	67348316	28/08/1995	FOCAL PROPERTY SERVICES	67348316		
1928	S95MC1928J	PATERSON LODGE (TERMINATED)	20 PATERSON ROAD 238509	TERMINATED PATERSON ROAD - SINGAPORE 	TERMINATED	63420778	18/10/1995	HILANDS PROPERTY & FACILITIES MANAGEMENT PTE LTD	63420778		
1929	S95MC1929E	CHAPEL CLOSE	18/A CHAPEL CLOSE 429571	20 MAXWELL ROAD 12-01A SINGAPORE 069113	ACTIVE	65354600	29/08/1995	SCMS PROPERTY MANAGEMENT PTE LTD	65354600		
1930	S2728219I	HOLLAND COURT	144 HOLLAND ROAD 278576	144 HOLLAND ROAD - SINGAPORE 278576	ACTIVE	68387911	03/04/1996	HOE-TAN CO (PTE) LTD	68387911		
1931	S95MC1931J	GOODVIEW APARTMENT	6 LORONG 8 GEYLANG 399077	6 LORONG 8 GEYLANG 02-03 SINGAPORE 399077	ACTIVE	68412896	04/10/1995				
1932	S95MC1932E	KEMAMAN VIEW	30 JALAN KEMAMAN 329341		ACTIVE	64497141	04/09/1995	ASCENT PROPERTY MANAGEMENT SERVICESPTE LTD	64497141		
1933	S96MC1933F	DORMER PARK	55 JERVOIS ROAD 249047	55 JERVOIS ROAD 01-01 SINGAPORE 249047	ACTIVE	62354236	09/02/1996	JONES LANG LASALLE PROPERTY CONSULTANTS PTE LTD	62203888		
1934	S95MC1934H		64 LORONG L TELOK KURAU 425506	64A LORONG L TELOK KURAU - SINGAPORE 425506	TERMINATED	96166090	23/11/1995	MCST			
1935	S95MC1935D	SAPPHIRE COURT	68/A/B LORONG K TELOK KURAU 425672	531 UPPER CROSS STREET 04-12 SINGAPORE 050531	ACTIVE	63345565	02/10/1995	Dickson Property Consultants Pte Ltd	6334 5565		
1936	S96MC1936E	KEMBANGAN PLAZA	18 JALAN MASJID 418944	18 JALAN MASJID B2-01 SINGAPORE 418944	ACTIVE	67415919	24/01/1996	JONES LANG LASALLE PROPERTY CONSULTANTS  PTE LTD	62203888		
1937	S95MC1937G	KOHVILLE	54A HIGHLAND ROAD 549139	52 HIGHLAND ROAD - SINGAPORE 549134	ACTIVE	62840346	25/11/1995	NIL			
1938	S96MC1938H	ORCHID PARK CONDOMINIUM	91 YISHUN STREET 81 768450	91 YISHUN STREET 81 01-01 SINGAPORE 768450	ACTIVE	67530315	17/01/1996	CKH STRATA MANAGEMENT PTE LTD	63463238		
1939	S95MC1939K	LIANG APARTMENT	10-10E LORONG G TELOK KURAU 426175	117 LORONG J TELOK KURAU - SINGAPORE 425947	TERMINATED	98249080	11/11/1995	LIM HAI LIANG	63451008		
1940	S96MC1940A	GILSTEAD APARTMENTS	76/A/B GILSTEAD ROAD 309114	76B GILSTEAD ROAD - SINGAPORE 309114	ACTIVE	62586830	31/01/1996				
1941	S95MC1941C	THE SOVEREIGN	99 MEYER ROAD 437920	99 MEYER ROAD B1-01 SINGAPORE 437920	ACTIVE	64407185	15/11/1995	Jones Lang LaSalle Property Consultants Pte Ltd	62203888		
1942	S95MC1942K	D'GROVE VILLAS	8A ORANGE GROVE ROAD 258343	8A ORANGE GROVE ROAD 01-01 SINGAPORE 258343	ACTIVE	67348386	04/12/1995	Chamber Property Management Services Pte Ltd	64685100		
1943	S95MC1943F		51/A/B LORONG 27 GEYLANG 388181	51 LORONG 27 GEYLANG - SINGAPORE 388181	ACTIVE		18/10/1995	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64685100		
1944	S95MC1944B	NORTHPOINT SHOPPING CENTRE	930 YISHUN AVENUE 2 769098	930 YISHUN AVENUE 2 04-02 SINGAPORE 769098	TERMINATED	67542300	04/11/1995	FRASERS CENTREPOINT RETAIL CONCEPTS PTE LTD	62764882		
1945	S96MC1945C	GOLD COAST CONDOMINIUM	360 PASIR PANJANG ROAD 118699	360 PASIR PANJANG ROAD - SINGAPORE 118699	ACTIVE	64111695	10/01/1996	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64685100		
1946	S95MC1946E		60B JOO CHIAT PLACE 427784	60 JOO CHIAT PLACE - SINGAPORE 427784	ACTIVE	67412125	18/11/1995	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64685100		
1947	S96MC1947F	SUMMER APARTMENTS	348 RIVER VALLEY ROAD 238374	50 CHIN SWEE ROAD 09-02 SINGAPORE 169874	TERMINATED	67322220	17/07/1996	SIERRA ASSET MANAGEMENT	67322220		
1948	S95MC1948H	THE MEYER PLACE	2 MEYER PLACE 437989	6 MEYER PLACE 01-01 SINGAPORE 437995	ACTIVE	65682040	10/11/1995	Total Estate Management Services Pte Ltd	63452117		
1949	S96MC1949J	KENT VIEW PARK	87 PASIR PANJANG HILL 118892	87 PASIR PANJANG HILL - SINGAPORE 118892	ACTIVE	64685100	09/02/1996	Chamber Property Management Services Pte Ltd	64685100		
1950	S95MC1950A	EURO-ASIA COURT	3 RIVER VALLEY CLOSE 238431	5 RIVER VALLEY CLOSE 01-01 SINGAPORE 238430	ACTIVE	63452117	25/11/1995	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64685100		
1951	S95MC1951H	DAVISVILLE 	19 JALAN SAYANG 418640	23 JALAN SAYANG - SINGAPORE 418642	TERMINATED	96568663	24/10/1995	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64685100		
1952	S96MC1952J	CORONATION ARCADE	5 CORONATION ROAD 269406	531 UPPER CROSS STREET 04-12 SINGAPORE 050531	ACTIVE	63345565	28/02/1996	Dickson Property Consultants Pte Ltd	63345565		
1953	S95MC1953L	CORNWALL MANSION (Terminated)	4/A/B/C/D CORNWALL GARDENS 269632	C/O 38 KIM TIAN ROAD 03-00 SINGAPORE 169262	TERMINATED		10/11/1995	DICKSON PROPERTY CONSULATNTS PTE LTD	63345565		
1954	S96MC1954A	LA MEYER	66 MEYER ROAD 437894	21 BUKIT BATOK CRESCENT 28-83 SINGAPORE 658065	ACTIVE	67792711	09/01/1996	HOE-TAN CO (PTE) LTD	67366001		
1955	S96MC1955H	FOUR SEASONS PARK	14 CUSCADEN WALK 249695	14 CUSCADEN WALK 01-01 SINGAPORE 249695	ACTIVE	67357718	08/06/1996	Jones Lang LaSalle Property Consultants Pte Ltd	62203888		
1956	S96MC1956D	CHUVILLE	247 PASIR PANJANG ROAD 118607	1 JALAN SAUDARA KU - SINGAPORE 457438	ACTIVE	64411184	13/03/1996	SIERRA ASSET MANAGEMENT PTE LTD	67322220		
1957	S95MC1957F	152-156/A JOO CHIAT ROAD & 2 – 6 CRANE ROAD	6 CRANE ROAD 429353	229 MOUNTBATTEN ROAD 03-36 SINGAPORE 398007	ACTIVE	62569333	22/11/1995	NEWMAN & GOH PROPERTY CONSULTANTS PTE LTD	6256 9333		
1958	S96MC1958G	CHATELET	16B MARGOLIOUTH ROAD 258542	16B MARGOLIOUTH ROAD 01-02 SINGAPORE 258541	ACTIVE	63452117	26/01/1996	Total Estate Management Services Pte Ltd	63452117		
1959	S96MC1959C	LANDRIDGE CONDOMINIUM	204 PASIR PANJANG ROAD 118572	202 PASIR PANJANG ROAD - SINGAPORE 118572	ACTIVE	62724272	28/05/1996	TEAMS STRATA MANAGEMENT SERVICES PTE LTD	64407948		
1960	S96MC1960L	KINGSTON TERRACE	8B JALAN MASJID 418929	8B JALAN MASJID B1-01 SINGAPORE 418929	ACTIVE		27/08/1996	PROPERTY FACILITY PTE LTD	62211313		
1961	S96MC1961G		28 BRISTOL ROAD 219849	28 BRISTOL ROAD 01-01 SINGAPORE 219849	ACTIVE	90024108	27/03/1996				
1962	S96MC1962C	PASIR VIEW PARK	200 PASIR PANJANG ROAD 118571	200 PASIR PANJANG ROAD - SINGAPORE 118571	ACTIVE	62722636	16/03/1996	Total Estate Management Services Pte Ltd	63452117		
1963	S96MC1963K	THE TANAMERA	1 TANAH MERAH KECHIL ROAD 466663	7 TANAH MERAH KECHIL ROAD 01-01 SINGAPORE 466666	ACTIVE	64460428	29/03/1996	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64685100		
1964	S95MC1964A	CANDEVILLE	37 LORONG M TELOK KURAU 425316	37 LORONG M TELOK KURAU B1-01 SINGAPORE 425316	ACTIVE	68421731	14/12/1995	BARRINGHAM INTERNATIONAL PROPERTY MANAGEMENT PTE LTD	64664703		
1965	S95MC1965H	WATERCREST	135/A/B LOYANG BESAR CLOSE 509032	200 JALAN SULTAN 11-01 SINGAPORE 199018	ACTIVE	62915355	29/12/1995	Wisely 98 Pte Ltd	62915355		
1966	S96MC1966J	HENDERSON BUILDING	221 HENDERSON ROAD 159557	221 HENDERSON ROAD 01-00 SINGAPORE 159557	ACTIVE	62569333	01/02/1996	Newman & Goh Property Consultants Pte Ltd	62569333		
1967	S96MC1967E		451/A GEYLANG ROAD 389409	459 GEYLANG ROAD - SINGAPORE 389418	ACTIVE	64337663	10/01/1996	MCST			
1968	S1233720E	BALMORAL PLAZA	271 BUKIT TIMAH ROAD 259708	271 BUKIT TIMAH ROAD B3-00 SINGAPORE 259708	ACTIVE	68364415	26/04/1996	Rhodo Property & Estate Management Services Pte Ltd	68364415		
1969	S96MC1969H	ORIENTAL VENTURE BUILDING	711 GEYLANG ROAD 389626	3006 UBI ROAD 1 3-370 SINGAPORE 408700	ACTIVE	67441083	13/07/1996	CHERN SERN PROPERTY SERVICES PTE LTD	67441083		
1970	S96MC1970E	CASA SOPHIA	105 SOPHIA ROAD 228170	105 SOPHIA ROAD 01-02 SINGAPORE 228170	ACTIVE	9642 1673	03/02/1996				
1971	S96MC1971A	ST. MARTIN'S LODGE	17 ST. MARTINS DRIVE 257998	16 RAFFLES QUAY 06-00 SINGAPORE 048581	TERMINATED	62207535	22/05/1996	KINGSTON PROPERTY MAINTENANCE SERVICES PTE LTD			
1972	S96MC1972H	PHOON HUAT INDUSTRIAL BUILDING	37 MACTAGGART ROAD 368083	37 MACTAGGART ROAD - SINGAPORE 368083	TERMINATED	62898989	29/01/1996	NIL			
1973	S96MC1973D	RIVER VALLEY COURT	338E RIVER VALLEY ROAD 238270	1557 KEPPEL ROAD 03-05B SINGAPORE 089066	ACTIVE	68420788	16/02/1996	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64685100		
1974	S96MC1974L	MALACCA CENTRE	20 MALACCA STREET 48979	20 MALACCA STREET - SINGAPORE 048979	ACTIVE	63488278	30/01/1996	Iland Property Consultants Pte Ltd	63488278		
1975	S96MC1975G	72 GRANGE ROAD	72 GRANGE ROAD 249576	72 GRANGE ROAD 01-01 SINGAPORE 249576	ACTIVE	67383097	20/06/1996	CHAN KOK HONG PROPERTY CONSULTANTS PTE LTD	63463238		
1976	S96MC1976C	ST. THOMAS VIEW	26 ST. THOMAS WALK 238109	26 ST. THOMAS WALK 01-01 SINGAPORE 238109	TERMINATED	63771300	20/02/1998	CHAN KOK HONG PROPERTY CONSULTANTS PTE LTD	63463238		
1977	S96MC1977K		25 LORONG KILAT 598126	25 LORONG KILAT B1-01 SINGAPORE 598126	ACTIVE	93898500	03/05/1996	CHAN KOK HONG PROPERTY CONSULTANTS PTE LTD	63463238		
1978	S96MC1978F	TORIEVIEW MANSIONS	8 LORONG 29 GEYLANG 388064		ACTIVE	6468 5100	12/06/1996	Chamber Property Management Services Pte Ltd	64685100		
1979	S96MC1979B	THE STRADIA	78 YIO CHU KANG ROAD 545571	78 YIO CHU KANG ROAD - SINGAPORE 545571	ACTIVE	90989910	22/04/1996	LAND & BUILDING SERVICES	62857863		
1980	S96MC1980K		33 CAVAN ROAD 209859	33 CAVAN ROAD - SINGAPORE 209859	ACTIVE	62934003	13/02/1996				
1981	S96MC1981F	BLOSSOM MANSIONS	5 LORONG 37 GEYLANG 387903	3006 UBI ROAD 1 3-370 SINGAPORE 408700	ACTIVE	67441083	11/03/1996	CHERN SERN PROPERTY SERVICES PTE LTD	67441083		
1982	S96MC1982B	HOUGANG PLAZA	1189 UPPER SERANGOON ROAD 534785	1189 UPPER SERANGOON ROAD B1-00 SINGAPORE 534785	TERMINATED	67888377	25/05/1996				
1983	S96MC1983J	BALMORAL GATE	33 BALMORAL ROAD 259811	531 UPPER CROSS STREET 03-52 SINGAPORE 050531	ACTIVE	65333375	18/09/1996	RHODO PROPERTY & ESTATE MANAGEMENT SERVICES PTE LTD	65333375		
1984	S96MC1984E	3 ST. MARTIN'S DRIVE	3 ST. MARTINS DRIVE 257990	16 RAFFLES QUAY 11-01 SINGAPORE 048581	ACTIVE	62207535	26/06/1996	KINGSTON PROPERTY MAINTENANCE SERVICES PTE LTD	62207535		
1985	S96MC1985A	TORIE MANSIONS	79-79C EVERITT ROAD 428619	75D EVERITT ROAD - SINGAPORE 428618	ACTIVE	90600072	27/03/1996				
1986	S96MC1986H	SARHAD VILLE	52 LORONG SARHAD 119162	47D LORONG SARHAD - SINGAPORE 119162	ACTIVE	6255 7997	14/09/1996	Ace Body Corporate Management Pte Ltd	6255 7997		
1987	S96MC1987D	TROPICANA CONDOMINIUM	2 JALAN TIGA RATUS 488067	2 JALAN TIGA RATUS B1-01 SINGAPORE 488067	ACTIVE	65130859	02/07/1996	STEADLINK ASSET MANAGEMENT PTE LTD	68849113		
1988	S96MC1988L	ROSALIA PARK	38 LORONG ONG LYE 536407	38 LORONG ONG LYE - SINGAPORE 536407	ACTIVE	62890071	28/08/1996	PACIFIC ABACUS VALUERS PTE LTD	67384733		
1989	S96MC1989G	TORIEVILLE	47 LORONG 6 GEYLANG 399202	540 SIMS AVENUE 03-06 SINGAPORE 387603	ACTIVE	68421731	24/05/1996	LANDSFIELD PROPERTY MANAGEMENT PTE LTD	68421731		
1990	S1232366B	MANAGEMENT CORPN STRATA TITLE PLAN NO 1990	8 LORONG 37 GEYLANG 387906		ACTIVE	9455 6811	21/05/1996	Propmag Property & Facility Pte Ltd	91997488		
1991	S96MC1991L		21/A/B GUILLEMARD ROAD 399694	80 MARINE PARADE ROAD 21-01 SINGAPORE 449269	ACTIVE	63461959	23/04/1996	GARDENEA MANAGEMENT SERVICES	64408286		
1992	S96MC1992G		25/A/B GUILLEMARD ROAD 399696	80 MARINE PARADE ROAD 21-01 SINGAPORE 449269	ACTIVE	63461959	23/06/1996	GARDENEA MANAGEMENT SERVICES	64408286		
